"dispersal_scale","sigma","divergence_threshold","model","NSP","LDG","Occ","Gamma","PD","MPD","MNTD","MBS","SDBS","MT","SDT","TBS"
397.494071146245,0.00117786561264822,2.65217391304348,"SA_model_68",35,0.437342645443206,0.975169300225734,0.714481605030096,1.03245732489666,0.802467333636423,0.802467333636423,0.538517932609982,0.00417701971885941,0.894786116189643,0.0423243450133052,-0.0322540857230959
622.126482213439,0.00573122529644269,1.6403162055336,"SA_model_69",10,0.127827559830699,0.979683972911964,-4.16721134890334,0.748313259426812,0.748313259426841,0.748313259426841,0.689786726335773,0.0259343613628621,1.02200353223168,0.0617366433019828,-0.318181818181818
509.810276679842,0.00345454545454545,1.13438735177866,"SA_model_70",39,0.411307793843062,0.975169300225734,2.75673484403998,1.20560908915123,1.08980802681238,1.08980802681238,0.612816928007431,0.0127352671100382,0.982103525078537,0.0412983860771397,0.326968864468864
285.177865612648,0.00800790513833992,2.14624505928854,"SA_model_71",889,0.404476698608435,0.975169300225734,-174.236167993706,-1.62418027694586,-1.03066276438119,-1.03066276438119,0.759358868805999,0.0297730035309504,1.07504681895411,0.0429715264623081,-0.0797858261449715
313.256916996047,0.00288537549407115,1.26086956521739,"SA_model_72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
537.889328063241,0.00743873517786561,2.27272727272727,"SA_model_73",10,0.120087022252989,0.975169300225734,-4.10464445110435,0.776215878426434,0.776215878426539,0.776215878426539,0.727114764796933,0.0293918821855871,1.10598229684899,0.0635088163425364,0.1
650.205533596838,0.00516205533596838,2.77865612648221,"SA_model_74",10,0.0563644921887358,0.975169300225734,-3.4459187074646,1.00389044658305,1.00389044658322,1.00389044658322,0.661573536973043,0.013423827674524,1.03253911885991,0.0643741510145891,-0.00699300699300699
425.573122529644,0.00971541501976285,1.76679841897233,"SA_model_75",22,0.43399571015144,0.975169300225734,-0.00255400834769516,1.60316183663611,1.2332706140922,1.2332706140922,0.817082560327606,0.0255092780670696,1.18638232452623,0.0569139247000723,-0.250136836343733
369.415019762846,0.00402371541501976,2.0197628458498,"SA_model_76",143,0.610984785988061,0.975169300225734,-289.137473425639,0.83836324885122,1.12819325513463,1.12819325513463,0.625534509425356,0.0125827731639623,0.993348048868189,0.0419260760682941,-0.195572868774347
594.04743083004,0.00857707509881423,1.00790513833992,"SA_model_77",14,0.265995655018644,0.975169300225734,-2.53668458526325,1.13701980025304,0.887438764057853,0.887438764057853,0.77263122868101,0.0274772462859622,1.17399689120245,0.0832981096392299,-0.401960784313726
481.731225296443,0.00174703557312253,1.51383399209486,"SA_model_78",16,0.306124769358639,0.975169300225734,-2.19207661307628,0.975543573207861,1.17657571864384,1.17657571864384,0.559449224807747,0.00584809797431244,0.905051688995695,0.0457649554863835,0.257894736842105
257.098814229249,0.006300395256917,2.52569169960474,"SA_model_79",364,0.338141321517058,0.972911963882618,7.46214025353421,-0.575530969306107,-0.10825441363971,-0.10825441363971,0.705152155345325,0.0238052341192667,1.03570045287248,0.0479783845651458,-0.267631299097801
271.138339920949,0.00203162055335968,2.33596837944664,"SA_model_80",301,0.303809635806681,0.975169300225734,-247.934218134938,-0.132111542333129,0.213022988433828,0.213022988433828,0.56475757550977,0.00888629368087715,0.896137283820423,0.0473853535955743,0.323624912346644
495.770750988142,0.00658498023715415,1.32411067193676,"SA_model_81",108,0.691188691977454,0.975169300225734,7.1934081396449,1.68055315025537,1.18060937623355,1.18060937623355,0.702331247109828,0.0233910379867791,1.10033295621797,0.0273150059942584,-0.377937712821434
